Data: 20/05/2026
Posizione,Progetto,Classe,Versione,Numero Smell,Tempo di Refactoring,Debito Tecnico
193,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/any/UserDetails.java,5.0.0,6,913,24.3
194,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/ActionPanel.java,5.0.0,8,965,24.2
195,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/panels/ConnObjects.java,5.0.0,4,820,24.0
196,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/status/ReconStatusPanel.java,5.0.0,1,300,23.8
197,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/JsonEditorPanel.java,5.0.0,1,270,23.7
198,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/policies/PasswordPolicyDirectoryPanel.java,5.0.0,3,376,23.6
199,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/panels/ChangePasswordPanel.java,5.0.0,6,926,23.2
200,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/SchemaTypeWizardBuilder.java,5.0.0,5,1175,23.2
201,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/batch/BatchModal.java,5.0.0,1,270,23.1
202,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/BasePage.java,5.0.0,6,822,23.0
203,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/policies/AccountPolicyDirectoryPanel.java,5.0.0,3,376,22.8
204,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/authprofiles/AuthProfileDirectoryPanel.java,5.0.0,19,2944,22.7
205,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/panels/any/DerAttrs.java,5.0.0,6,1090,22.7
206,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/TextEditorPanel.java,5.0.0,1,270,22.5
207,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/EditSecurityQuestion.java,5.0.0,6,981,22.4
208,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/any/DerAttrs.java,5.0.0,7,1155,22.1
209,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/policies/AccessPolicyModalPanel.java,5.0.0,1,270,22.0
210,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/pages/Connectors.java,5.0.0,1,330,22.0
211,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/XMLEditorPanel.java,5.0.0,1,270,22.0
212,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/RealmChoicePanel.java,5.0.0,17,2192,21.9
213,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/mapping/AbstractMappingPanel.java,5.0.0,19,1892,21.8
214,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/MustChangePassword.java,5.0.0,1,360,21.8
215,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/Notifications.java,5.0.0,1,300,21.7
216,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/notifications/NotificationTasks.java,5.0.0,1,390,21.7
217,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/notifications/NotificationWizardBuilder.java,5.0.0,19,2037,21.6
218,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/pages/SRA.java,5.0.0,2,570,21.6
219,SYNCOPE,ext/flowable/client-console/src/main/java/org/apache/syncope/client/console/panels/UserRequestsPanel.java,5.0.0,1,330,21.6
220,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/CommandWizardBuilder.java,5.0.0,1,270,21.4
221,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/list/ConnConfPropertyListView.java,5.0.0,6,955,21.4
222,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/EditChangePassword.java,5.0.0,1,360,21.4
223,SYNCOPE,ext/scimv2/client-console/src/main/java/org/apache/syncope/client/console/panels/SCIMConfGeneralPanel.java,5.0.0,4,294,21.3
224,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/Anys.java,5.0.0,3,635,21.2
225,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/pages/Resources.java,5.0.0,1,330,21.2
226,SYNCOPE,ext/saml2sp4ui/client-console/src/main/java/org/apache/syncope/client/console/pages/SAML2SP4UI.java,5.0.0,1,330,21.2
227,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/panels/SRARouteWizardBuilder.java,5.0.0,6,834,21.2
228,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/SchedTaskWizardBuilder.java,5.0.0,27,2378,21.0
229,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/any/ConsoleAuxClasses.java,5.0.0,1,270,20.9
230,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/panels/JWKSGenerationPanel.java,5.0.0,2,540,20.9
231,SYNCOPE,ext/saml2sp4ui/client-console/src/main/java/org/apache/syncope/client/console/panels/SAML2SPPanel.java,5.0.0,1,270,20.9
232,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/wizards/AttrRepoWizardBuilder.java,5.0.0,6,831,20.7
233,SYNCOPE,ext/saml2sp4ui/client-console/src/main/java/org/apache/syncope/client/console/panels/SAML2IdPsDirectoryPanel.java,5.0.0,8,1584,20.7
234,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/BasePage.java,5.0.0,37,3041,20.6
235,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/panels/captcha/CaptchaPanel.java,5.0.0,3,340,20.6
236,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/policies/AttrReleasePolicyDirectoryPanel.java,5.0.0,3,376,20.5
237,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/wizards/mapping/AttrRepoMappingPanel.java,5.0.0,1,270,20.5
238,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/wizards/mapping/AuthModuleMappingPanel.java,5.0.0,1,270,20.5
239,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/SecurityQuestionsModalPanel.java,5.0.0,1,270,20.5
240,SYNCOPE,ext/flowable/client-console/src/main/java/org/apache/syncope/client/console/panels/UserRequestFormDetails.java,5.0.0,1,270,20.5
241,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/widgets/UsersByStatusWidget.java,5.0.0,1,270,20.5
242,SYNCOPE,ext/flowable/client-console/src/main/java/org/apache/syncope/client/console/pages/UserRequests.java,5.0.0,1,300,20.4
243,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/resources/ResourceWizardBuilder.java,5.0.0,2,630,20.2
244,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/AjaxDataTablePanel.java,5.0.0,5,1265,20.1
245,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/preview/BinaryCertPreviewer.java,5.0.0,1,270,20.0
246,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/SelfRegistration.java,5.0.0,1,330,20.0
247,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/BinaryFieldPanel.java,5.0.0,6,1190,19.9
248,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/any/Management.java,5.0.0,11,1584,19.9
249,SYNCOPE,ext/flowable/client-console/src/main/java/org/apache/syncope/client/console/widgets/UserRequestFormsWidget.java,5.0.0,2,305,19.9
250,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/AnyDisplayAttributesModalPanel.java,5.0.0,1,300,19.6
251,SYNCOPE,ext/oidcc4ui/client-console/src/main/java/org/apache/syncope/client/console/panels/OIDCProvidersDirectoryPanel.java,5.0.0,6,1306,19.6
252,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/topology/TabularTopology.java,5.0.0,1,300,19.6
253,SYNCOPE,ext/flowable/client-console/src/main/java/org/apache/syncope/client/console/panels/UserRequestFormModal.java,5.0.0,1,300,19.6
254,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/ImplementationDirectoryPanel.java,5.0.0,4,968,19.4
255,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/status/ReconTaskPanel.java,5.0.0,15,1032,19.4
256,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/bootstrap/dialog/BaseModal.java,5.0.0,7,1450,19.3
257,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/WizardMgtPanel.java,5.0.0,12,1758,19.1
258,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/policies/AccessPolicyDirectoryPanel.java,5.0.0,1,360,19.0
259,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/Relatable.java,5.0.0,4,80,19.0
260,SYNCOPE,ext/scimv2/client-console/src/main/java/org/apache/syncope/client/console/panels/SCIMConfExtensionAnyPanel.java,5.0.0,2,280,19.0
261,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/AjaxCheckBoxPanel.java,5.0.0,2,600,18.9
262,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/RealmDisplayAttributesModalPanel.java,5.0.0,1,300,18.9
263,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/AbstractGroupableRelatable.java,5.0.0,1,270,18.8
264,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/RelationshipTypesPanel.java,5.0.0,5,1036,18.8
265,SYNCOPE,ext/oidcc4ui/client-console/src/main/java/org/apache/syncope/client/console/wizards/OIDCProviderWizardBuilder.java,5.0.0,20,1234,18.7
266,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/panels/AMSessionPanel.java,5.0.0,1,330,18.6
267,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/resources/ResourceConnConfPanel.java,5.0.0,2,302,18.6
268,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/notifications/TemplateModal.java,5.0.0,1,270,18.4
269,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/search/UserSearchPanel.java,5.0.0,2,335,18.3
270,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/AjaxPalettePanel.java,5.0.0,9,1689,18.2
271,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/panels/OIDCCustomScopeWizardBuilder.java,5.0.0,4,290,18.2
272,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/DomainAdminCredentialsPanel.java,5.0.0,3,286,18.0
273,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/MacroTaskDirectoryPanel.java,5.0.0,4,736,18.0
274,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/wizards/SAML2IdPEntityWizardBuilder.java,5.0.0,2,540,18.0
275,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/search/AnySelectionDirectoryPanel.java,5.0.0,3,392,17.9
276,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/topology/Topology.java,5.0.0,12,2235,17.7
277,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/ListViewPanel.java,5.0.0,13,1851,17.5
278,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/PolicyDAO.java,5.0.0,5,100,17.5
279,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/SchemasPanel.java,5.0.0,1,330,17.5
280,SYNCOPE,ext/scimv2/client-console/src/main/java/org/apache/syncope/client/console/panels/mapping/SCIMExtensionMappingPanel.java,5.0.0,12,999,17.5
281,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/events/SelectedEventsPanel.java,5.0.0,2,600,17.5
282,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/DelegationWizardBuilder.java,5.0.0,8,855,17.4
283,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/DashboardExtensionsPanel.java,5.0.0,1,270,17.0
284,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/panels/WAPushModalPanel.java,5.0.0,2,275,17.0
285,SYNCOPE,ext/saml2sp4ui/client-console/src/main/java/org/apache/syncope/client/console/wizards/SAML2IdPWizardBuilder.java,5.0.0,6,836,16.8
286,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/AnyTypeClass.java,5.0.0,2,40,16.7
287,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/AuthProfileDAO.java,5.0.0,3,60,16.7
288,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/policy/InboundPolicy.java,5.0.0,2,40,16.7
289,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/policy/PushPolicy.java,5.0.0,2,40,16.7
290,SYNCOPE,ext/flowable/client-console/src/main/java/org/apache/syncope/client/console/panels/UserRequestFormDirectoryPanel.java,5.0.0,8,1324,16.5
291,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/AjaxNumberFieldPanel.java,5.0.0,31,1260,16.3
292,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/LogsPanel.java,5.0.0,5,673,16.3
293,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/ParametersWizardAttrStep.java,5.0.0,3,548,16.3
294,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/wizards/PasswordManagementWizardBuilder.java,5.0.0,4,553,16.2
295,SYNCOPE,ext/scimv2/client-console/src/main/java/org/apache/syncope/client/console/panels/SCIMConfPanel.java,5.0.0,2,570,16.2
296,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/CSVPushWizardBuilder.java,5.0.0,7,574,15.9
297,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/Login.java,5.0.0,1,270,15.8
298,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/commons/IdMAnyDirectoryPanelAdditionalActionsProvider.java,5.0.0,3,840,15.7
299,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/ProvisioningTaskDirectoryPanel.java,5.0.0,4,411,15.7
300,SYNCOPE,ext/flowable/client-console/src/main/java/org/apache/syncope/client/console/panels/UserRequestDirectoryPanel.java,5.0.0,4,708,15.5
301,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/any/MergeLinkedAccountsReviewPanel.java,5.0.0,5,626,15.3
302,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/TaskDirectoryPanel.java,5.0.0,3,337,15.2
303,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/search/SearchClausePanel.java,5.0.0,32,3887,15.1
304,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/widgets/LoadWidget.java,5.0.0,1,270,15.0
305,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/SelfResult.java,5.0.0,2,305,15.0
306,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/AbstractGroupableRelatable.java,5.0.0,2,290,14.9
307,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/any/Resources.java,5.0.0,1,270,14.8
308,SYNCOPE,ext/saml2sp4ui/client-console/src/main/java/org/apache/syncope/client/console/wizards/mapping/SAML2IdPMappingPanel.java,5.0.0,1,270,14.8
309,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/SchemaDAO.java,5.0.0,2,40,14.8
310,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/panels/WAConfigModalPanel.java,5.0.0,2,285,14.8
311,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/events/EventCategoryPanel.java,5.0.0,13,1400,14.7
312,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/policies/PolicyDirectoryPanel.java,5.0.0,5,937,14.7
313,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/Dashboard.java,5.0.0,1,300,14.5
314,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/AbstractDisplayModalPanel.java,5.0.0,5,380,14.4
315,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/panels/AMSessionDirectoryPanel.java,5.0.0,4,678,14.4
316,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/anyobject/Neo4jAnyObject.java,5.0.0,12,510,14.4
317,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/DerSchemaRepoExt.java,5.0.0,3,60,14.3
318,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/FormPropertyDefsPanel.java,5.0.0,14,1274,14.3
319,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/panels/WAConfigDirectoryPanel.java,5.0.0,1,360,14.3
320,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/Groupable.java,5.0.0,4,55,14.1
321,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/any/MergeLinkedAccountsResourcesPanel.java,5.0.0,2,600,13.9
322,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/panels/ConnObjectListViewPanel.java,5.0.0,8,1142,13.8
323,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/widgets/JobWidget.java,5.0.0,19,2078,13.8
324,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/any/LinkedAccountDetailsPanel.java,5.0.0,7,598,13.8
325,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/LiveSyncTaskTO.java,5.0.0,1,270,13.8
326,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/PlainSchemaDetails.java,5.0.0,18,1361,13.8
327,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/panels/UserSelfFormPanel.java,5.0.0,1,360,13.8
328,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/Types.java,5.0.0,1,300,13.7
329,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/task/Neo4jPullTask.java,5.0.0,6,425,13.6
330,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/panels/any/PlainAttrs.java,5.0.0,13,1440,13.6
331,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/AnyTypeClassesPanel.java,5.0.0,3,672,13.5
332,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/task/Neo4jLiveSyncTask.java,5.0.0,6,425,13.5
333,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/AnyTypesPanel.java,5.0.0,3,672,13.4
334,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/PullTaskTO.java,5.0.0,1,270,13.4
